"name","country.etc","long","lat"
"Hostivice","Czech Republic",14.27,50.08
"Hostka","Czech Republic",14.33,50.5
"Hostomel'","Ukraine",30.27,50.58
"Hostomice","Czech Republic",14.05,49.83
"Hostoun","Czech Republic",12.75,49.57
"Hotarele","Romania",26.37,44.18
"Hotonj","Bosnia and Herzegovina",18.37,43.89
"Hotton","Belgium",5.45,50.27
"Houffalize","Belgium",5.78,50.13
"Houghton-le-Spring","UK",-1.47,54.85
"Houilles","France",2.18,48.92
"Houthalen-Helchteren","Belgium",5.38,51.03
"Houthulst","Belgium",2.95,50.98
"Houtskari","Finland",21.38,60.22
"Houyet","Belgium",5.02,50.18
"Hov","Norway",10.36,60.71
"Hovden","Norway",7.35,59.53
"Hove","Belgium",4.47,51.15
"Hove","UK",-0.18,50.84
"Hovelange","Luxembourg",5.9,49.72
"Hovelhof","Germany",8.64,51.82
"Hovezi","Czech Republic",18.07,49.3
"Hovin","Norway",10.25,63.12
"Hovorany","Czech Republic",17,48.95
"Hovorcovice","Czech Republic",14.52,50.18
"Hovsan","Azerbaijan",50.08,40.39
"Howald","Luxembourg",6.14,49.57
"Hoxter","Germany",9.37,51.78
"Hoyanger","Norway",6.08,61.22
"Hoyerswerda","Germany",14.24,51.44
"Hoyfjord","Norway",10.12,59.37
"Hoylake-West Kirby","UK",-3.18,53.39
"Hoyland Nether","UK",-1.45,53.5
"Hoyo de Manzanares","Spain",-3.88,40.63
"Hradec Kralove","Czech Republic",15.82,50.22
"Hradec nad Moravici","Czech Republic",17.88,49.86
"Hradec nad Svitavou","Czech Republic",16.48,49.72
"Hradek","Czech Republic",13.5,49.25
"Hradek","Czech Republic",18.75,49.62
"Hradek","Czech Republic",13.65,49.72
"Hradek nad Nisou","Czech Republic",14.85,50.85
"Hradistko","Czech Republic",14.42,49.87
"Hradyz'k","Ukraine",33.12,49.23
"Hranice","Czech Republic",17.75,49.56
"Hranice","Czech Republic",12.18,50.28
"Hrastelnica","Croatia",16.42,45.5
"Hrastnik","Slovenia",15.1,46.15
"Hrastovsko","Croatia",16.58,46.25
"Hrdejovice","Czech Republic",14.47,49.02
"Hrebec","Czech Republic",14.17,50.13
"Hrebinka","Ukraine",32.43,50.12
"Hrebinky","Ukraine",30.21,49.95
"Hreljin","Croatia",14.6,45.28
"Hresivs'ke","Ukraine",34.02,45.03
"Hrinova","Slovakia",19.53,48.59
"Hrob","Czech Republic",13.72,50.67
"Hrochuv Tynec","Czech Republic",15.92,49.97
"Hronov","Czech Republic",16.18,50.48
"Hrotovice","Czech Republic",16.05,49.13
"Hroznetin","Czech Republic",12.87,50.3
"Hrubieszow","Poland",23.89,50.81
"Hrusica","Slovenia",14.02,46.45
"Hrusky","Czech Republic",16.98,48.78
"Hrusovany nad Jevisovkou","Czech Republic",16.4,48.83
"Hrusovany u Brna","Czech Republic",16.6,49.05
"Hrvace","Croatia",16.62,43.76
"Hryshkivtsi","Ukraine",28.6,49.93
"Hrzenica","Croatia",16.57,46.3
"Hubynykha","Ukraine",35.25,48.82
"Huckelhoven","Germany",6.22,51.06
"Huckeswagen","Germany",7.34,51.15
"Hucknall","UK",-1.21,53.04
"Huddersfield","UK",-1.8,53.66
"Hude","Germany",8.46,53.12
"Hudesti","Romania",26.5,48.15
"Hudiksvall","Sweden",17.11,61.74
"Huedin","Romania",23.03,46.87
"Huelva","Spain",-6.94,37.25
"Huercal de Almeria","Spain",-2.43,36.88
"Huercal-Overa","Spain",-1.95,37.39
"Huesca","Spain",-0.41,42.14
"Huescar","Spain",-2.55,37.81
"Huetor Tajar","Spain",-4.03,37.2
"Huetor Vega","Spain",-3.57,37.15
"Huittinen","Finland",22.7,61.19
"Hukvaldy","Czech Republic",18.23,49.63
"Huldange","Luxembourg",6.01,50.16
"Huldenberg","Belgium",4.58,50.78
"Hulin","Czech Republic",17.46,49.32
"Hulja","Estonia",26.21,59.35
"Hullo","Estonia",23.24,59
"Hulshout","Belgium",4.78,51.08
"Hulyaypole","Ukraine",36.26,47.67
"Humaita","Brazil",-63.03,-7.51
"Humanes de Madrid","Spain",-3.83,40.25
"Humenne","Slovakia",21.91,48.93
"Humlebaek","Denmark",12.55,55.97
"Hummuli","Estonia",26.06,57.9
"Humpolec","Czech Republic",15.35,49.54
"Humppila","Finland",23.37,60.93
"Huncherange","Luxembourg",6.06,49.51
"Hundested","Denmark",11.87,55.97
"Hundorp","Norway",9.9,61.55
"Hunedoara","Romania",22.92,45.77
"Hunenberg","Switzerland",8.42,47.17
"Hunfeld","Germany",9.76,50.68
"Hunsdorf","Luxembourg",6.13,49.69
"Huntingdon","UK",-0.19,52.34
"Hupperdange","Luxembourg",6.05,50.09
"Hurbanovo","Slovakia",18.19,47.89
"Hurstpierpoint-Keymer","UK",-0.17,50.92
"Hurth","Germany",6.89,50.89
"Hurup","Denmark",8.42,56.75
"Hurzuf","Ukraine",34.28,44.55
"Husain","Croatia",16.81,45.47
"Husi","Romania",28.06,46.68
"Husinec","Czech Republic",13.98,49.07
"Huslenky","Czech Republic",17.96,49.38
"Husnes","Norway",5.77,59.87
"Husoy","Norway",15.47,67.99
"Hustopece","Czech Republic",16.72,48.94
"Husum","Germany",9.05,54.49
"Husyatyn","Ukraine",26.22,49.07
"Hutisko-Solanec","Czech Republic",18.22,49.43
"Huttange","Luxembourg",5.89,49.73
"Huttwil","Switzerland",7.84,47.12
"Huuru","Estonia",24.53,59.38
"Huy","Belgium",5.23,50.52
"Huyton-with-Roby","UK",-2.86,53.41
"Hvalso","Denmark",11.87,55.6
"Hvar","Croatia",16.44,43.17
"Hvardiys'ke","Ukraine",34.02,45.13
"Hvardiys'ke","Ukraine",35.3,48.73
"Hvide Sande","Denmark",8.13,55.98
"Hvittingfoss","Norway",10.02,59.48
"Hyde","UK",-2.08,53.45
"Hyeres","France",6.12,43.13
"Hyggen","Norway",10.36,59.72
"Hylkje","Norway",5.35,60.51
"Hylla","Norway",11.38,63.83
"Hyrynsalmi","Finland",28.53,64.67
"Hyskov","Czech Republic",14.05,49.98
"Hythe","UK",-1.4,50.87
"Hyvinkaa","Finland",24.87,60.64
"IJsselstein","Netherlands",5.04,52.02
"Iacu","Brazil",-40.21,-12.77
"Ialisos","Greece",28.17,36.4
"Ialoveni","Moldova",28.79,46.93
"Ianca","Romania",27.45,45.13
"Iara","Romania",23.52,46.55
"Iasi","Romania",27.57,47.17
"Iasmos","Greece",25.18,41.13
"Ibaiti","Brazil",-50.19,-23.84
"Ibate","Brazil",-48,-21.95
"Ibbenburen","Germany",7.71,52.29
"Ibestad","Norway",17.13,68.8
"Ibi","Spain",-0.57,38.64
"Ibipora","Brazil",-51.05,-23.28
"Ibirite","Brazil",-44.07,-20.03
"Ibitinga","Brazil",-48.83,-21.76
"Ibiuna","Brazil",-47.22,-23.65
"Ibrany","Hungary",21.71,48.14
"Icara","Brazil",-49.3,-28.7
"Ichnya","Ukraine",32.4,50.87
"Ichtegem","Belgium",3,51.1
"Ico","Brazil",-38.85,-6.4
"Icusesti","Romania",26.93,46.8
"Idar-Oberstein","Germany",7.32,49.71
"Idra","Greece",23.46,37.35
"Idrija","Slovenia",14.02,46
"Idstein","Germany",8.26,50.24
"Ieper","Belgium",2.88,50.85
"Ierapetra","Greece",25.74,35.01
"Ierissos","Greece",23.88,40.4
"Iernut","Romania",24.24,46.46
"Iesolo","Italy",12.59,45.55
"Ifaistos","Greece",25.37,41.12
"Ifs","France",-0.35,49.13
"Ig","Slovenia",14.53,45.96
"Igaracu do Tiete","Brazil",-48.57,-22.52
"Igarapava","Brazil",-47.79,-20.05
"Igarape","Brazil",-44.3,-20.07
"Igarape-Acu","Brazil",-47.63,-1.12
"Igarape-Miri","Brazil",-48.97,-1.98
"Igarassu","Brazil",-34.9,-7.83
"Ighiu","Romania",23.52,46.15
"Igis","Switzerland",9.57,46.95
"Iglesias","Italy",8.52,39.32
"Ignalina","Lithuania",26.16,55.34
"Ignase","Estonia",26.85,58.26
"Igny","France",2.21,48.74
"Igoumenitsa","Greece",20.27,39.5
"Igra","Russia",53.04,57.56
"Igrejinha","Brazil",-50.8,-29.58
"Igualada","Spain",1.61,41.6
"Iguape","Brazil",-47.57,-24.72
"Iguatu","Brazil",-39.3,-6.36
"Ihamaru","Estonia",26.9,58.06
"Ihtiman","Bulgaria",23.83,42.45
"Ii","Finland",25.37,65.32
"Iira","Estonia",24.72,58.99
"Iisaku","Estonia",27.31,59.1
"Iisalmi","Finland",27.18,63.57
"Iitti","Finland",26.38,60.87
"Ijui","Brazil",-53.92,-28.39
"Ikaalinen","Finland",23.05,61.77
"Ikast","Denmark",9.16,56.14
"Ikla","Estonia",24.36,57.88
"Iklad","Hungary",19.45,47.67
"Iklin","Malta",14.45,35.91
"Ikornnes","Norway",6.57,62.38
"Ikskile","Latvia",24.5,56.82
"Il'nytsya","Ukraine",23.08,48.35
"Ilaca","Croatia",19.1,45.18
"Ilanskiy","Russia",96.06,56.24
"Ilanz","Switzerland",9.2,46.77
"Ilarionove","Ukraine",35.27,48.41
"Ilava","Slovakia",18.23,49.01
"Ilawa","Poland",19.56,53.59
"Ilfracombe","UK",-4.13,51.21
"Ilha Soltera","Brazil",-51.34,-20.38
"Ilhabela","Brazil",-45.34,-23.78
"Ilhavo","Portugal",-8.66,40.6
"Ilheus","Brazil",-39.05,-14.78
"Ilici","Bosnia and Herzegovina",17.77,43.35
"Ilijas","Bosnia and Herzegovina",18.27,43.95
"Ilinden","North Macedonia",21.58,41.99
"Ilion","Greece",23.71,38.03
"Ilioupoli","Greece",23.76,37.93
"Ilirska Bistrica","Slovenia",14.24,45.57
"Ilkeston","UK",-1.31,52.97
"Ilkley","UK",-1.82,53.92
"Illertissen","Germany",10.1,48.23
"Illescas","Spain",-3.86,40.14
"Illi","Estonia",26.45,58.21
"Illichivs'k","Ukraine",30.67,46.3
"Illingen","Germany",7.04,49.37
"Illintsi","Ukraine",29.2,49.12
"Illkirch-Graffenstaden","France",7.7,48.53
"Illnau-Effretikon","Switzerland",8.73,47.41
"Illora","Spain",-3.89,37.29
"Illzach","France",7.33,47.79
"Ilmajoki","Finland",22.57,62.74
"Ilmandu","Estonia",24.49,59.45
"Ilmatsalu","Estonia",26.55,58.39
"Ilmenau","Germany",10.91,50.69
"Ilok","Croatia",19.38,45.22
"Ilomantsi","Finland",30.92,62.67
"Ilova","Croatia",16.87,45.45
"Ilovays'k","Ukraine",38.19,47.93
"Ilseng","Norway",11.22,60.77
"Ilskiy","Russia",38.58,44.84
"Ilukste","Latvia",26.3,55.98
"Ilvese","Estonia",24.69,58.24
"Imastu","Estonia",26,59.27
"Imatra","Finland",28.76,61.18
"Imavere","Estonia",25.77,58.73
"Imbituba","Brazil",-48.66,-28.23
"Imbringen","Luxembourg",6.19,49.69
"Imisli","Azerbaijan",48.05,39.87
"Imittos","Greece",23.78,37.93
"Immingham","UK",-0.22,53.6
"Imola","Italy",11.7,44.36
"Imotski","Croatia",17.22,43.45
"Imperatriz","Brazil",-47.49,-5.52
"Imperia","Italy",8.03,43.9
"Impruneta","Italy",11.25,43.69
"Imst","Austria",10.73,47.25
"Inarcs","Hungary",19.33,47.27
"Inari","Finland",27.02,68.9
"Inca","Spain",2.91,39.72
"Ince-in-Makerfield","UK",-2.62,53.53
"Incourt","Belgium",4.78,50.7
"Indaial","Brazil",-49.26,-26.91
"Indaiatuba","Brazil",-47.21,-23.09
"Independenta","Romania",27.75,45.48
"Indija","Serbia",20.09,45.05
"Indre Arna","Norway",5.48,60.42
"Ineu","Romania",21.85,46.43
"Ingeldorf","Luxembourg",6.13,49.85
"Ingelheim","Germany",8.06,49.98
"Ingelmunster","Belgium",3.25,50.92
"Ingenbohl","Switzerland",8.62,47
"Ingleby","UK",-1.1,54.43
"Ingolstadt","Germany",11.43,48.77
"Inhulets'","Ukraine",33.25,47.73
"Inhumas","Brazil",-49.5,-16.36
"Inio","Finland",21.4,60.4
"Inju","Estonia",26.37,59.26
"Inkoo","Finland",24.02,60.05
"Innbygda","Norway",12.27,61.32
"Inndyr","Norway",14.03,67.03
"Innsbruck","Austria",11.41,47.28
"Innsworth-Churchdown","UK",-2.17,51.88
"Innvik","Norway",6.62,61.85
"Inowroclaw","Poland",18.25,52.78
"Inozemtsevo","Russia",43.09,44.1
"Ins","Switzerland",7.1,47.02
"Insenborn","Luxembourg",5.88,49.9
"Institut","Azerbaijan",46.41,40.73
"Insuratei","Romania",27.6,44.92
"Inta","Russia",60.17,66.04
"Interlaken","Switzerland",7.86,46.69
"Intorsura Buzaului","Romania",26.03,45.69
"Intsu","Estonia",25.6,58.3
"Inverness","UK",-4.24,57.49
"Inverurie","UK",-2.37,57.27
"Inwil","Switzerland",8.33,47.12
"Inza","Russia",46.36,53.85
"Ioannina","Greece",20.85,39.67
"Ion Creanga","Romania",26.98,46.87
"Ion luca Caragiale","Romania",25.7,44.92
"Iordacheanu","Romania",26.25,45.05
"Ios","Greece",25.28,36.73
"Ipatinga","Brazil",-42.52,-19.48
"Ipatovo","Russia",42.9,45.72
"Ipiau","Brazil",-39.73,-14.13
"Ipira","Brazil",-39.74,-12.15
"Ipojuca","Brazil",-35.07,-8.4
"Ipora","Brazil",-51.13,-16.45
"Ipswich","UK",1.14,52.07
"Ipu","Brazil",-40.72,-4.32
"Iraklia","Greece",23.27,41.17
"Iraklion","Greece",25.13,35.33
"Iraklion","Greece",23.77,38.07
"Irati","Brazil",-50.66,-25.47
"Irbit","Russia",63.06,57.67
"Irece","Brazil",-41.87,-11.3
"Iregszemcse","Hungary",18.18,46.7
"Irig","Serbia",19.86,45.1
"Irkutsk","Russia",104.24,52.33
"Irlam","UK",-2.42,53.43
"Irpin'","Ukraine",30.25,50.52
"Irshans'k","Ukraine",28.73,50.73
"Irshava","Ukraine",23.05,48.32
"Iru","Estonia",24.91,59.46
"Irun","Spain",-1.8,43.35
"Irvine","UK",-4.69,55.62
"Isaccea","Romania",28.46,45.27
"Isaszeg","Hungary",19.4,47.53
"Isbergues","France",2.45,50.62
"Iscar","Spain",-4.53,41.37
"Ischia","Italy",13.95,40.75
"Ise","Norway",11.23,59.3
"Iserlohn","Germany",7.68,51.39
"Isernhagen","Germany",9.82,52.47
"Isernia","Italy",14.31,41.59
"Isfjorden","Norway",7.79,62.58
"Ishim","Russia",69.45,56.15
"Ishimbay","Russia",56.04,53.46
"Ishoj","Denmark",12.32,55.62
"Isilkul","Russia",71.27,54.92
"Iskar","Bulgaria",27.48,43.39
"Iskitim","Russia",83.29,54.64
"Isla","Malta",14.51,35.89
"Isla Cristina","Spain",-7.32,37.2
"Islaz","Romania",24.75,43.73
"Isle of Walney","UK",-3.23,54.08
"Ismayilli","Azerbaijan",48.15,40.79
"Isojoki","Finland",21.97,62.12
"Isokyro","Finland",22.32,63
"Isola del Liri","Italy",13.57,41.69
"Isola di Capo Rizzuto","Italy",17.09,38.95
"Ispas","Ukraine",25.28,48.31
"Isperih","Bulgaria",26.83,43.72
"Ispica","Italy",14.91,36.79
"Issoire","France",3.24,45.55
"Issoudun","France",2,46.95
"Issy-les-Moulineaux","France",2.26,48.83
"Istiaia","Greece",23.15,38.96
"Istisu","Azerbaijan",45.95,39.97
"Istra","Russia",36.86,55.92
"Istres","France",4.98,43.51
"Itabaiana","Brazil",-37.43,-10.68
"Itaberaba","Brazil",-40.3,-12.52
"Itaberai","Brazil",-49.81,-16.02
"Itabira","Brazil",-43.23,-19.62
"Itabirito","Brazil",-43.81,-20.24
"Itaborai","Brazil",-42.87,-22.75
"Itabuna","Brazil",-39.28,-14.79
"Itacoatiara","Brazil",-58.44,-3.14
"Itaguai","Brazil",-43.78,-22.87
"Itai","Brazil",-49.1,-23.4
"Itaitinga","Brazil",-38.53,-3.97
"Itaituba","Brazil",-55.99,-4.27
"Itajai","Brazil",-48.68,-26.9
"Itajuba","Brazil",-45.45,-22.42
"Itamaraju","Brazil",-39.53,-17.04
"Itambe","Brazil",-40.63,-15.24
"Itanhaem","Brazil",-46.8,-24.18
"Itapage","Brazil",-39.59,-3.69
"Itapecerica da Serra","Brazil",-46.83,-23.72
"Itapecuru Mirim","Brazil",-44.36,-3.4
"Itapema","Brazil",-48.62,-27.1
"Itaperucu","Brazil",-49.37,-25.2
"Itaperuna","Brazil",-41.89,-21.21
"Itapetinga","Brazil",-40.25,-15.25
"Itapetininga","Brazil",-48.04,-23.59
"Itapeva","Brazil",-48.88,-23.98
"Itapevi","Brazil",-46.94,-23.55
"Itapipoca","Brazil",-39.58,-3.5
"Itapira","Brazil",-46.83,-22.43
"Itapolis","Brazil",-48.77,-21.58
"Itaquaquecetuba","Brazil",-46.35,-23.47
"Itaqui","Brazil",-56.55,-29.13
"Itarare","Brazil",-49.36,-24.12
"Itatiba","Brazil",-46.84,-22.99
"Itauna","Brazil",-44.57,-20.06
"Itea","Greece",22.17,39.47
"Itea","Greece",22.42,38.43
"Ithaki","Greece",20.72,38.36
"Ittigen","Switzerland",7.49,46.98
"Ittre","Belgium",4.27,50.65
"Itu","Brazil",-47.3,-23.26
"Ituiutaba","Brazil",-49.46,-18.97
"Itumbiara","Brazil",-49.21,-18.4
"Itupeva","Brazil",-40.48,-17.48
"Itupiranga","Brazil",-49.3,-5.12
"Iturama","Brazil",-50.2,-19.73
"Ituverava","Brazil",-47.79,-20.33
"Itzehoe","Germany",9.49,53.94
"Itzig","Luxembourg",6.17,49.58
"Ivaipora","Brazil",-51.68,-24.24
"Ivajlovgrad","Bulgaria",26.12,41.53
"Ivancice","Czech Republic",16.38,49.1
"Ivancsa","Hungary",18.84,47.16
"Ivanec","Croatia",16.12,46.22
"Ivanesti","Romania",27.45,46.65
"Ivaniv","Ukraine",28.35,49.48
"Ivanivka","Ukraine",34.55,46.71
"Ivanivka","Ukraine",38.96,48.22
"Ivanjica","Serbia",20.23,43.58
"Ivankiv","Ukraine",29.9,50.93
"Ivankovo","Croatia",18.68,45.29
"Ivano-Frankivs'k","Ukraine",24.71,48.92
"Ivano-Frankove","Ukraine",23.73,49.92
"Ivanovac","Croatia",18.58,45.43
"Ivanovec","Croatia",16.48,46.37
"Ivanovice na Hane","Czech Republic",17.1,49.32
"Ivanovo","Russia",40.99,57.01
"Ivanska","Croatia",16.81,45.78
"Ivanteyevka","Russia",37.92,55.97
"Ivanychi","Ukraine",24.35,50.65
"Ivdel","Russia",60.42,60.69
"Ivesti","Romania",27.53,46.18
"Ivesti","Romania",27.52,45.68
"Ivrea","Italy",7.87,45.48
"Ivry-sur-Seine","France",2.38,48.82
"Ivybridge","UK",-3.93,50.39
"Iza","Ukraine",23.33,48.22
"Izacic","Bosnia and Herzegovina",15.78,44.88
"Izakovci","Slovenia",16.22,46.59
"Izberbash","Russia",47.86,42.56
"Izbiceni","Romania",24.65,43.83
"Izegem","Belgium",3.2,50.92
"Izhevsk","Russia",53.23,56.85
"Izlake","Slovenia",14.95,46.15
"Izmayil","Ukraine",28.83,45.35
"Iznalloz","Spain",-3.52,37.38
"Izobilnyy","Russia",41.71,45.37
"Izola","Slovenia",13.66,45.54
"Izsak","Hungary",19.36,46.8
"Izsofalva","Hungary",20.65,48.31
"Izvoarele","Romania",25.78,44.03
"Izvoarele","Romania",25.27,45.03
"Izvor","North Macedonia",21.57,42.19
"Izyaslav","Ukraine",26.8,50.12
"Izyum","Ukraine",37.26,49.21
"Jaala","Finland",26.48,61.05
"Jaamakula","Estonia",24.78,58.26
"Jaanimoisa","Estonia",27.26,58.14
"Jaarja","Estonia",25.02,58.05
"Jabbeke","Belgium",3.08,51.18
"Jablanica","Bosnia and Herzegovina",17.77,43.66
"Jablanica","Bulgaria",24.06,42.97
"Jablanovec","Croatia",15.85,45.88
"Jablonec nad Jizerou","Czech Republic",15.42,50.7
"Jablonec nad Nisou","Czech Republic",15.16,50.73
"Jablonne nad Orlici","Czech Republic",16.6,50.03
"Jablonne v Podjestedi","Czech Republic",14.78,50.77
"Jablunka","Czech Republic",17.97,49.38
"Jablunkov","Czech Republic",18.76,49.59
"Jaboatao","Brazil",-35.02,-8.11
"Jaboticabal","Brazil",-48.33,-21.25
"Jabuka","Serbia",19.52,43.35
"Jaca","Spain",-0.55,42.57
"Jacarei","Brazil",-45.96,-23.3
"Jacarezinho","Brazil",-49.98,-23.16
"Jachymov","Czech Republic",12.92,50.37
"Jaciara","Brazil",-54.96,-15.99
"Jacobina","Brazil",-40.52,-11.18
"Jacobswoude","Netherlands",4.67,52.22
"Jacunda","Brazil",-49.39,-4.6
"Jadranovo","Croatia",14.62,45.23
"Jaegerspris","Denmark",11.98,55.85
"Jaen","Spain",-3.8,37.77
"Jagala","Estonia",25.24,59.42
"Jagodina","Serbia",21.26,43.98
"Jagodje","Slovenia",13.66,45.53
"Jagodnjak","Croatia",18.58,45.7
"Jaguaquara","Brazil",-39.97,-13.53
"Jaguarao","Brazil",-53.37,-32.56
"Jaguarari","Brazil",-40.2,-10.25
"Jaguariaiva","Brazil",-49.72,-24.24
"Jaguaribe","Brazil",-38.62,-5.89
"Jaguariuna","Brazil",-46.99,-22.68
"Jaguaruana","Brazil",-37.78,-4.83
"Jajce","Bosnia and Herzegovina",17.27,44.34
"Jak","Hungary",16.58,47.13
"Jakabszallas","Hungary",19.73,46.73
"Jakoruda","Bulgaria",23.69,42.02
"Jakovlje","Croatia",15.86,45.95
"Jakovo","Serbia",20.26,44.76
"Jaksic","Croatia",17.76,45.36
"Jalasjarvi","Finland",22.75,62.5
"Jales","Brazil",-50.55,-20.26
"Jalgimae","Estonia",24.6,59.32
"Jalhay","Belgium",5.97,50.57
"Jalkovec","Croatia",16.32,46.28
"Jalubi","Czech Republic",17.43,49.12
"Jalzabet","Croatia",16.48,46.26
"Jambol","Bulgaria",26.52,42.5
"Jamejala","Estonia",25.57,58.39
"Jamijarvi","Finland",22.7,61.82
"Jamsa","Finland",25.18,61.86
"Jamsankoski","Finland",25.18,61.92
"Janakkala","Finland",24.59,60.9
"Janauba","Brazil",-43.31,-15.8
"Jandira","Brazil",-46.92,-23.54
"Janeda","Estonia",25.7,59.25
"Janikowo","Poland",17.03,52.43
"Janja","Bosnia and Herzegovina",19.25,44.67
"Janoshalma","Hungary",19.32,46.3
"Janoshaza","Hungary",17.16,47.12
"Janoshida","Hungary",20.05,47.39
"Janossomorja","Hungary",17.17,47.78
"Janovice","Czech Republic",18.42,49.62
"Janovice nad Uhlavou","Czech Republic",13.22,49.35
"Janow Lubelski","Poland",22.41,50.71
"Januaria","Brazil",-44.37,-15.48
"Japeri","Brazil",-43.66,-22.65
"Jappila","Finland",27.43,62.38
"Jaragua","Brazil",-49.34,-15.75
"Jaragua do Sul","Brazil",-49.1,-26.48
"Jaraiz de la Vera","Spain",-5.75,40.07
"Jardanhaza","Hungary",20.25,48.15
"Jardim","Brazil",-56.15,-21.48
"Jardinopolis","Brazil",-47.77,-21.03
"Jarlepa","Estonia",24.93,59.13
"Jarmina","Croatia",18.73,45.32
"Jarocin","Poland",17.5,51.98
"Jaromer","Czech Republic",15.91,50.35
"Jaromerice nad Rokytnou","Czech Republic",15.9,49.1
"Jaroslaw","Poland",22.68,50.02
"Jarrow","UK",-1.52,54.97
"Jarsi","Estonia",25.03,59.37
"Jaru","Brazil",-62.45,-10.43
"Jarva-Jaani","Estonia",25.89,59.04
"Jarvakandi","Estonia",24.83,58.78
"Jarve","Estonia",27.31,59.41
"Jarvekula","Estonia",24.79,59.38
"Jarvenpaa","Finland",25.1,60.48
"Jarvere","Estonia",26.87,57.85
"Jarville-la-Malgrange","France",6.22,48.68
"Jasa Tomic","Serbia",20.86,45.45
"Jasenice","Croatia",18.27,42.59
"Jaska","Estonia",25.59,58.54
"Jaslo","Poland",21.47,49.74
"Jastrebarsko","Croatia",15.65,45.67
"Jastrzebie-Zdroj","Poland",18.59,49.99
"Jaszalsoszentgyorgy","Hungary",20.1,47.37
"Jaszapati","Hungary",20.14,47.51
"Jaszarokszallas","Hungary",19.97,47.64
"Jaszbereny","Hungary",19.91,47.5
"Jaszdozsa","Hungary",20.02,47.58
"Jaszfenyzaru","Hungary",19.73,47.57
"Jaszjakohalma","Hungary",20,47.52
"Jaszkarajeno","Hungary",20.06,47.05
"Jaszkiser","Hungary",20.21,47.46
"Jaszladany","Hungary",20.18,47.37
"Jaszszentandras","Hungary",20.18,47.58
"Jaszszentlaszlo","Hungary",19.76,46.56
"Jatai","Brazil",-51.75,-17.88
"Jau","Brazil",-48.57,-22.29
"Jaunjelgava","Latvia",25.09,56.63
"Jausa","Estonia",22.7,58.78
"Java","Georgia",43.94,42.4
"Javornik","Czech Republic",17.02,50.4
"Jawor","Poland",16.2,51.06
"Jaworzno","Poland",19.27,50.21
"Jebel","Romania",21.23,45.55
"Jedovnice","Czech Republic",16.77,49.35
"Jedrzejow","Poland",20.3,50.65
"Jegalia","Romania",27.63,44.3
"Jegenstorf","Switzerland",7.5,47.05
"Jegunovce","North Macedonia",21.12,42.07
"Jekabspils","Latvia",25.86,56.51
"Jelah","Bosnia and Herzegovina",17.96,44.65
"Jelcz-Laskowice","Poland",17.3,51.03
"Jelenia Gora","Poland",15.73,50.91
"Jelgava","Latvia",23.71,56.65
"Jelisavac","Croatia",18.16,45.53
"Jelling","Denmark",9.43,55.75
"Jelsa","Croatia",16.69,43.16
"Jemeppe-sur-Sambre","Belgium",4.67,50.46
"Jemnice","Czech Republic",15.57,49.03
"Jena","Germany",11.58,50.93
"Jenbach","Austria",11.75,47.39
"Jennersdorf","Austria",16.13,46.94
"Jequie","Brazil",-40.08,-13.85
"Jerez","Spain",-6.13,36.68
"Jerovec","Croatia",16.11,46.24
"Jesenice","Croatia",16.62,43.47
"Jesenice","Czech Republic",13.48,50.1
"Jesenice","Slovenia",14.04,46.44
"Jesenik","Czech Republic",17.2,50.23
"Jesenik nad Odrou","Czech Republic",17.93,49.6
"Jesi","Italy",13.24,43.52
"Jessheim","Norway",11.18,60.15
"Jeti","Estonia",25.88,57.92
"Jeumont","France",4.1,50.31
"Jevicko","Czech Republic",16.73,49.63
"Jevnaker","Norway",10.4,60.26
"Jezdovec","Croatia",15.85,45.78
"Jezera","Croatia",15.65,43.8
"Jezerski","Bosnia and Herzegovina",16.08,44.98
"Ji-Parana","Brazil",-61.95,-10.9
"Jiana","Romania",22.69,44.41
"Jibou","Romania",23.25,47.27
"Jicin","Czech Republic",15.35,50.44
"Jidvei","Romania",24.1,46.22
"Jieznas","Lithuania",24.17,54.61
"Jihlava","Czech Republic",15.58,49.4
"Jijila","Romania",28.15,45.3
"Jilava","Romania",26.08,44.33
"Jilemnice","Czech Republic",15.51,50.61
"Jilove","Czech Republic",14.11,50.77
"Jilove u Prahy","Czech Republic",14.5,49.9
"Jimbolia","Romania",20.71,45.8
"Jimena de la Frontera","Spain",-5.45,36.43
"Jince","Czech Republic",13.98,49.78
"Jindrichuv Hradec","Czech Republic",14.99,49.15
"Jinvali","Georgia",44.76,42.14
"Jirikov","Czech Republic",14.58,50.98
"Jirkov","Czech Republic",13.44,50.5
"Jirny","Czech Republic",14.72,50.12
"Jistebnice","Czech Republic",14.53,49.48
"Jistebnik","Czech Republic",18.13,49.75
"Joacaba","Brazil",-51.5,-27.17
"Joane","Portugal",-8.41,41.43
"Joao Monlevade","Brazil",-43.16,-19.83
"Joao Pessoa","Brazil",-34.86,-7.12
"Joao Pinheiro","Brazil",-46.17,-17.74
"Jobbagyi","Hungary",19.68,47.84
"Jodar","Spain",-3.35,37.85
"Jodoigne","Belgium",4.87,50.72
"Joensuu","Finland",29.78,62.61
"Joesuu","Estonia",24.91,58.49
"Jogeva","Estonia",26.41,58.76
"Jogeveste","Estonia",26.04,57.99
"Jogisoo","Estonia",25.86,59.18
